market_id,instance,pool_size,num_players,partition_rep,Delta,successful_orders,best_introduced,best_used,has_certified_stable_result
genxml-46.xml|p200|n30|r1|d2,genxml-46.xml,200,30,1,2,1,0,0,True
genxml-46.xml|p200|n30|r1|d3,genxml-46.xml,200,30,1,3,1,0,0,True
genxml-46.xml|p500|n20|r0|d2,genxml-46.xml,500,20,0,2,1,0,0,True
genxml-46.xml|p500|n20|r0|d3,genxml-46.xml,500,20,0,3,1,0,0,True
genxml-46.xml|p500|n20|r1|d2,genxml-46.xml,500,20,1,2,1,0,0,True
genxml-46.xml|p500|n20|r1|d3,genxml-46.xml,500,20,1,3,1,0,0,True
genxml-46.xml|p500|n30|r0|d2,genxml-46.xml,500,30,0,2,1,0,0,True
genxml-46.xml|p500|n30|r0|d3,genxml-46.xml,500,30,0,3,1,0,0,True
genxml-46.xml|p500|n30|r1|d2,genxml-46.xml,500,30,1,2,1,0,0,True
genxml-46.xml|p500|n30|r1|d3,genxml-46.xml,500,30,1,3,1,0,0,True
genxml-48.xml|p100|n20|r0|d2,genxml-48.xml,100,20,0,2,1,0,0,True
genxml-48.xml|p100|n20|r0|d3,genxml-48.xml,100,20,0,3,1,0,0,True
genxml-48.xml|p100|n20|r1|d2,genxml-48.xml,100,20,1,2,1,0,0,True
genxml-48.xml|p100|n20|r1|d3,genxml-48.xml,100,20,1,3,1,0,0,True
genxml-48.xml|p100|n30|r0|d2,genxml-48.xml,100,30,0,2,1,0,0,True
genxml-48.xml|p100|n30|r0|d3,genxml-48.xml,100,30,0,3,1,0,0,True
genxml-48.xml|p100|n30|r1|d2,genxml-48.xml,100,30,1,2,1,0,0,True
genxml-48.xml|p100|n30|r1|d3,genxml-48.xml,100,30,1,3,1,0,0,True
genxml-48.xml|p200|n20|r0|d2,genxml-48.xml,200,20,0,2,1,0,0,True
genxml-48.xml|p200|n20|r0|d3,genxml-48.xml,200,20,0,3,1,0,0,True
genxml-48.xml|p200|n20|r1|d2,genxml-48.xml,200,20,1,2,1,0,0,True
genxml-48.xml|p200|n20|r1|d3,genxml-48.xml,200,20,1,3,1,0,0,True
genxml-48.xml|p200|n30|r0|d2,genxml-48.xml,200,30,0,2,1,0,0,True
genxml-48.xml|p200|n30|r0|d3,genxml-48.xml,200,30,0,3,1,0,0,True
genxml-48.xml|p200|n30|r1|d2,genxml-48.xml,200,30,1,2,1,0,0,True
genxml-48.xml|p200|n30|r1|d3,genxml-48.xml,200,30,1,3,1,0,0,True
genxml-48.xml|p500|n20|r0|d2,genxml-48.xml,500,20,0,2,1,0,0,True
genxml-48.xml|p500|n20|r0|d3,genxml-48.xml,500,20,0,3,1,0,0,True
genxml-48.xml|p500|n20|r1|d2,genxml-48.xml,500,20,1,2,1,0,0,True
genxml-48.xml|p500|n20|r1|d3,genxml-48.xml,500,20,1,3,1,0,0,True
genxml-48.xml|p500|n30|r0|d2,genxml-48.xml,500,30,0,2,1,0,0,True
genxml-48.xml|p500|n30|r0|d3,genxml-48.xml,500,30,0,3,1,0,0,True
genxml-48.xml|p500|n30|r1|d2,genxml-48.xml,500,30,1,2,1,0,0,True
genxml-48.xml|p500|n30|r1|d3,genxml-48.xml,500,30,1,3,1,0,0,True
genxml-57.xml|p100|n20|r0|d2,genxml-57.xml,100,20,0,2,1,0,0,True
genxml-57.xml|p100|n20|r0|d3,genxml-57.xml,100,20,0,3,1,0,0,True
genxml-57.xml|p100|n20|r1|d2,genxml-57.xml,100,20,1,2,1,0,0,True
genxml-57.xml|p100|n20|r1|d3,genxml-57.xml,100,20,1,3,1,0,0,True
genxml-57.xml|p100|n30|r0|d2,genxml-57.xml,100,30,0,2,1,0,0,True
genxml-57.xml|p100|n30|r0|d3,genxml-57.xml,100,30,0,3,1,0,0,True
genxml-57.xml|p100|n30|r1|d2,genxml-57.xml,100,30,1,2,1,0,0,True
genxml-57.xml|p100|n30|r1|d3,genxml-57.xml,100,30,1,3,1,0,0,True
genxml-57.xml|p200|n20|r0|d2,genxml-57.xml,200,20,0,2,1,0,0,True
genxml-57.xml|p200|n20|r0|d3,genxml-57.xml,200,20,0,3,1,0,0,True
genxml-57.xml|p200|n20|r1|d2,genxml-57.xml,200,20,1,2,1,0,0,True
genxml-57.xml|p200|n20|r1|d3,genxml-57.xml,200,20,1,3,1,0,0,True
genxml-57.xml|p200|n30|r0|d2,genxml-57.xml,200,30,0,2,1,0,0,True
genxml-57.xml|p200|n30|r0|d3,genxml-57.xml,200,30,0,3,1,0,0,True
genxml-57.xml|p200|n30|r1|d2,genxml-57.xml,200,30,1,2,1,0,0,True
genxml-57.xml|p200|n30|r1|d3,genxml-57.xml,200,30,1,3,1,0,0,True
genxml-57.xml|p500|n20|r0|d2,genxml-57.xml,500,20,0,2,1,0,0,True
genxml-57.xml|p500|n20|r0|d3,genxml-57.xml,500,20,0,3,1,0,0,True
genxml-57.xml|p500|n20|r1|d2,genxml-57.xml,500,20,1,2,1,0,0,True
genxml-57.xml|p500|n20|r1|d3,genxml-57.xml,500,20,1,3,1,0,0,True
genxml-57.xml|p500|n30|r0|d2,genxml-57.xml,500,30,0,2,1,0,0,True
genxml-57.xml|p500|n30|r0|d3,genxml-57.xml,500,30,0,3,1,0,0,True
genxml-57.xml|p500|n30|r1|d2,genxml-57.xml,500,30,1,2,1,0,0,True
genxml-57.xml|p500|n30|r1|d3,genxml-57.xml,500,30,1,3,1,0,0,True
genxml-58.xml|p100|n20|r0|d2,genxml-58.xml,100,20,0,2,1,0,0,True
genxml-58.xml|p100|n20|r0|d3,genxml-58.xml,100,20,0,3,1,0,0,True
genxml-58.xml|p100|n20|r1|d2,genxml-58.xml,100,20,1,2,1,0,0,True
genxml-58.xml|p100|n20|r1|d3,genxml-58.xml,100,20,1,3,1,0,0,True
genxml-58.xml|p100|n30|r0|d2,genxml-58.xml,100,30,0,2,1,0,0,True
genxml-58.xml|p100|n30|r0|d3,genxml-58.xml,100,30,0,3,1,0,0,True
genxml-58.xml|p100|n30|r1|d2,genxml-58.xml,100,30,1,2,1,0,0,True
genxml-58.xml|p100|n30|r1|d3,genxml-58.xml,100,30,1,3,1,0,0,True
genxml-58.xml|p200|n20|r0|d2,genxml-58.xml,200,20,0,2,1,0,0,True
genxml-58.xml|p200|n20|r0|d3,genxml-58.xml,200,20,0,3,1,0,0,True
genxml-58.xml|p200|n20|r1|d2,genxml-58.xml,200,20,1,2,1,0,0,True
genxml-58.xml|p200|n20|r1|d3,genxml-58.xml,200,20,1,3,1,0,0,True
genxml-58.xml|p200|n30|r0|d2,genxml-58.xml,200,30,0,2,1,0,0,True
genxml-58.xml|p200|n30|r0|d3,genxml-58.xml,200,30,0,3,1,0,0,True
genxml-58.xml|p200|n30|r1|d2,genxml-58.xml,200,30,1,2,1,0,0,True
genxml-58.xml|p200|n30|r1|d3,genxml-58.xml,200,30,1,3,1,0,0,True
genxml-58.xml|p500|n20|r0|d2,genxml-58.xml,500,20,0,2,1,0,0,True
genxml-58.xml|p500|n20|r0|d3,genxml-58.xml,500,20,0,3,1,0,0,True
genxml-58.xml|p500|n20|r1|d2,genxml-58.xml,500,20,1,2,1,0,0,True
genxml-58.xml|p500|n20|r1|d3,genxml-58.xml,500,20,1,3,1,0,0,True
genxml-58.xml|p500|n30|r0|d2,genxml-58.xml,500,30,0,2,1,0,0,True
genxml-58.xml|p500|n30|r0|d3,genxml-58.xml,500,30,0,3,1,0,0,True
genxml-58.xml|p500|n30|r1|d2,genxml-58.xml,500,30,1,2,1,0,0,True
genxml-58.xml|p500|n30|r1|d3,genxml-58.xml,500,30,1,3,1,0,0,True
genxml-60.xml|p100|n20|r0|d2,genxml-60.xml,100,20,0,2,1,0,0,True
genxml-60.xml|p100|n20|r0|d3,genxml-60.xml,100,20,0,3,1,0,0,True
genxml-60.xml|p100|n20|r1|d2,genxml-60.xml,100,20,1,2,1,0,0,True
genxml-60.xml|p100|n20|r1|d3,genxml-60.xml,100,20,1,3,1,0,0,True
genxml-60.xml|p100|n30|r0|d2,genxml-60.xml,100,30,0,2,1,0,0,True
genxml-60.xml|p100|n30|r0|d3,genxml-60.xml,100,30,0,3,1,0,0,True
genxml-60.xml|p100|n30|r1|d2,genxml-60.xml,100,30,1,2,1,0,0,True
genxml-60.xml|p100|n30|r1|d3,genxml-60.xml,100,30,1,3,1,0,0,True
genxml-60.xml|p200|n20|r0|d2,genxml-60.xml,200,20,0,2,1,0,0,True
genxml-60.xml|p200|n20|r0|d3,genxml-60.xml,200,20,0,3,1,0,0,True
genxml-60.xml|p200|n20|r1|d2,genxml-60.xml,200,20,1,2,1,0,0,True
genxml-60.xml|p200|n20|r1|d3,genxml-60.xml,200,20,1,3,1,0,0,True
genxml-60.xml|p200|n30|r0|d2,genxml-60.xml,200,30,0,2,1,0,0,True
genxml-60.xml|p200|n30|r0|d3,genxml-60.xml,200,30,0,3,1,0,0,True
genxml-60.xml|p200|n30|r1|d2,genxml-60.xml,200,30,1,2,1,0,0,True
genxml-60.xml|p200|n30|r1|d3,genxml-60.xml,200,30,1,3,1,0,0,True
genxml-60.xml|p500|n20|r0|d2,genxml-60.xml,500,20,0,2,1,0,0,True
genxml-60.xml|p500|n20|r0|d3,genxml-60.xml,500,20,0,3,1,0,0,True
genxml-60.xml|p500|n20|r1|d2,genxml-60.xml,500,20,1,2,1,0,0,True
genxml-60.xml|p500|n20|r1|d3,genxml-60.xml,500,20,1,3,1,0,0,True
genxml-60.xml|p500|n30|r0|d2,genxml-60.xml,500,30,0,2,1,0,0,True
genxml-60.xml|p500|n30|r0|d3,genxml-60.xml,500,30,0,3,1,0,0,True
genxml-60.xml|p500|n30|r1|d2,genxml-60.xml,500,30,1,2,1,0,0,True
genxml-60.xml|p500|n30|r1|d3,genxml-60.xml,500,30,1,3,1,0,0,True
genxml-65.xml|p100|n20|r0|d2,genxml-65.xml,100,20,0,2,1,0,0,True
genxml-65.xml|p100|n20|r0|d3,genxml-65.xml,100,20,0,3,1,0,0,True
genxml-65.xml|p100|n20|r1|d2,genxml-65.xml,100,20,1,2,1,0,0,True
genxml-65.xml|p100|n20|r1|d3,genxml-65.xml,100,20,1,3,1,0,0,True
genxml-65.xml|p100|n30|r0|d2,genxml-65.xml,100,30,0,2,1,0,0,True
genxml-65.xml|p100|n30|r0|d3,genxml-65.xml,100,30,0,3,1,0,0,True
genxml-65.xml|p100|n30|r1|d2,genxml-65.xml,100,30,1,2,1,0,0,True
genxml-65.xml|p100|n30|r1|d3,genxml-65.xml,100,30,1,3,1,0,0,True
genxml-65.xml|p200|n20|r0|d2,genxml-65.xml,200,20,0,2,1,0,0,True
genxml-65.xml|p200|n20|r0|d3,genxml-65.xml,200,20,0,3,1,0,0,True
genxml-65.xml|p200|n20|r1|d2,genxml-65.xml,200,20,1,2,1,0,0,True
genxml-65.xml|p200|n20|r1|d3,genxml-65.xml,200,20,1,3,1,0,0,True
genxml-65.xml|p200|n30|r0|d2,genxml-65.xml,200,30,0,2,1,0,0,True
genxml-65.xml|p200|n30|r0|d3,genxml-65.xml,200,30,0,3,1,0,0,True
genxml-65.xml|p200|n30|r1|d2,genxml-65.xml,200,30,1,2,1,0,0,True
genxml-65.xml|p200|n30|r1|d3,genxml-65.xml,200,30,1,3,1,0,0,True
genxml-65.xml|p500|n20|r0|d2,genxml-65.xml,500,20,0,2,1,0,0,True
genxml-65.xml|p500|n20|r0|d3,genxml-65.xml,500,20,0,3,1,0,0,True
genxml-65.xml|p500|n20|r1|d2,genxml-65.xml,500,20,1,2,1,0,0,True
genxml-65.xml|p500|n20|r1|d3,genxml-65.xml,500,20,1,3,1,0,0,True
genxml-65.xml|p500|n30|r0|d2,genxml-65.xml,500,30,0,2,1,0,0,True
genxml-65.xml|p500|n30|r0|d3,genxml-65.xml,500,30,0,3,1,0,0,True
genxml-65.xml|p500|n30|r1|d2,genxml-65.xml,500,30,1,2,1,0,0,True
genxml-65.xml|p500|n30|r1|d3,genxml-65.xml,500,30,1,3,1,0,0,True
genxml-68.xml|p100|n20|r0|d2,genxml-68.xml,100,20,0,2,1,0,0,True
genxml-68.xml|p100|n20|r0|d3,genxml-68.xml,100,20,0,3,1,0,0,True
genxml-68.xml|p100|n20|r1|d2,genxml-68.xml,100,20,1,2,1,0,0,True
genxml-68.xml|p100|n20|r1|d3,genxml-68.xml,100,20,1,3,1,0,0,True
genxml-68.xml|p100|n30|r0|d2,genxml-68.xml,100,30,0,2,1,0,0,True
genxml-68.xml|p100|n30|r0|d3,genxml-68.xml,100,30,0,3,1,0,0,True
genxml-68.xml|p100|n30|r1|d2,genxml-68.xml,100,30,1,2,1,0,0,True
genxml-68.xml|p100|n30|r1|d3,genxml-68.xml,100,30,1,3,1,0,0,True
genxml-68.xml|p200|n20|r0|d2,genxml-68.xml,200,20,0,2,1,0,0,True
genxml-68.xml|p200|n20|r0|d3,genxml-68.xml,200,20,0,3,1,0,0,True
genxml-68.xml|p200|n20|r1|d2,genxml-68.xml,200,20,1,2,1,0,0,True
genxml-68.xml|p200|n20|r1|d3,genxml-68.xml,200,20,1,3,1,0,0,True
genxml-68.xml|p200|n30|r0|d2,genxml-68.xml,200,30,0,2,1,0,0,True
genxml-68.xml|p200|n30|r0|d3,genxml-68.xml,200,30,0,3,1,0,0,True
genxml-68.xml|p200|n30|r1|d2,genxml-68.xml,200,30,1,2,1,0,0,True
genxml-68.xml|p200|n30|r1|d3,genxml-68.xml,200,30,1,3,1,0,0,True
genxml-68.xml|p500|n20|r0|d2,genxml-68.xml,500,20,0,2,1,0,0,True
genxml-68.xml|p500|n20|r0|d3,genxml-68.xml,500,20,0,3,1,0,0,True
genxml-68.xml|p500|n20|r1|d2,genxml-68.xml,500,20,1,2,1,0,0,True
genxml-68.xml|p500|n20|r1|d3,genxml-68.xml,500,20,1,3,1,0,0,True
genxml-68.xml|p500|n30|r0|d2,genxml-68.xml,500,30,0,2,1,0,0,True
genxml-68.xml|p500|n30|r0|d3,genxml-68.xml,500,30,0,3,1,0,0,True
genxml-68.xml|p500|n30|r1|d2,genxml-68.xml,500,30,1,2,1,0,0,True
genxml-68.xml|p500|n30|r1|d3,genxml-68.xml,500,30,1,3,1,0,0,True
genxml-70.xml|p100|n20|r0|d2,genxml-70.xml,100,20,0,2,1,0,0,True
genxml-70.xml|p100|n20|r0|d3,genxml-70.xml,100,20,0,3,1,0,0,True
genxml-70.xml|p100|n20|r1|d2,genxml-70.xml,100,20,1,2,1,0,0,True
genxml-70.xml|p100|n20|r1|d3,genxml-70.xml,100,20,1,3,1,0,0,True
genxml-70.xml|p100|n30|r0|d2,genxml-70.xml,100,30,0,2,1,0,0,True
genxml-70.xml|p100|n30|r0|d3,genxml-70.xml,100,30,0,3,1,0,0,True
genxml-70.xml|p100|n30|r1|d2,genxml-70.xml,100,30,1,2,1,0,0,True
genxml-70.xml|p100|n30|r1|d3,genxml-70.xml,100,30,1,3,1,0,0,True
genxml-70.xml|p200|n20|r0|d2,genxml-70.xml,200,20,0,2,1,0,0,True
genxml-70.xml|p200|n20|r0|d3,genxml-70.xml,200,20,0,3,1,0,0,True
genxml-70.xml|p200|n20|r1|d2,genxml-70.xml,200,20,1,2,1,0,0,True
genxml-70.xml|p200|n20|r1|d3,genxml-70.xml,200,20,1,3,1,0,0,True
genxml-70.xml|p200|n30|r0|d2,genxml-70.xml,200,30,0,2,1,0,0,True
genxml-70.xml|p200|n30|r0|d3,genxml-70.xml,200,30,0,3,1,0,0,True
genxml-70.xml|p200|n30|r1|d2,genxml-70.xml,200,30,1,2,1,0,0,True
genxml-70.xml|p200|n30|r1|d3,genxml-70.xml,200,30,1,3,1,0,0,True
genxml-70.xml|p500|n20|r0|d2,genxml-70.xml,500,20,0,2,1,0,0,True
genxml-70.xml|p500|n20|r0|d3,genxml-70.xml,500,20,0,3,1,0,0,True
genxml-70.xml|p500|n20|r1|d2,genxml-70.xml,500,20,1,2,1,0,0,True
genxml-70.xml|p500|n20|r1|d3,genxml-70.xml,500,20,1,3,1,0,0,True
genxml-70.xml|p500|n30|r0|d2,genxml-70.xml,500,30,0,2,1,0,0,True
genxml-70.xml|p500|n30|r0|d3,genxml-70.xml,500,30,0,3,1,0,0,True
genxml-70.xml|p500|n30|r1|d2,genxml-70.xml,500,30,1,2,1,0,0,True
genxml-70.xml|p500|n30|r1|d3,genxml-70.xml,500,30,1,3,1,0,0,True
genxml-71.xml|p100|n20|r0|d2,genxml-71.xml,100,20,0,2,1,0,0,True
genxml-71.xml|p100|n20|r0|d3,genxml-71.xml,100,20,0,3,1,0,0,True
genxml-71.xml|p100|n20|r1|d2,genxml-71.xml,100,20,1,2,1,0,0,True
genxml-71.xml|p100|n20|r1|d3,genxml-71.xml,100,20,1,3,1,0,0,True
genxml-71.xml|p100|n30|r0|d2,genxml-71.xml,100,30,0,2,1,0,0,True
genxml-71.xml|p100|n30|r0|d3,genxml-71.xml,100,30,0,3,1,0,0,True
genxml-71.xml|p100|n30|r1|d2,genxml-71.xml,100,30,1,2,1,0,0,True
genxml-71.xml|p100|n30|r1|d3,genxml-71.xml,100,30,1,3,1,0,0,True
genxml-71.xml|p200|n20|r0|d2,genxml-71.xml,200,20,0,2,1,0,0,True
genxml-71.xml|p200|n20|r0|d3,genxml-71.xml,200,20,0,3,1,0,0,True
genxml-71.xml|p200|n20|r1|d2,genxml-71.xml,200,20,1,2,1,0,0,True
genxml-71.xml|p200|n20|r1|d3,genxml-71.xml,200,20,1,3,1,0,0,True
genxml-71.xml|p200|n30|r0|d2,genxml-71.xml,200,30,0,2,1,0,0,True
genxml-71.xml|p200|n30|r0|d3,genxml-71.xml,200,30,0,3,1,0,0,True
genxml-71.xml|p200|n30|r1|d2,genxml-71.xml,200,30,1,2,1,0,0,True
genxml-71.xml|p200|n30|r1|d3,genxml-71.xml,200,30,1,3,1,0,0,True
genxml-71.xml|p500|n20|r0|d2,genxml-71.xml,500,20,0,2,1,0,0,True
genxml-71.xml|p500|n20|r0|d3,genxml-71.xml,500,20,0,3,1,0,0,True
genxml-71.xml|p500|n20|r1|d2,genxml-71.xml,500,20,1,2,1,0,0,True
genxml-71.xml|p500|n20|r1|d3,genxml-71.xml,500,20,1,3,2,0,0,True
genxml-71.xml|p500|n30|r0|d2,genxml-71.xml,500,30,0,2,1,0,0,True
genxml-71.xml|p500|n30|r0|d3,genxml-71.xml,500,30,0,3,1,0,0,True
genxml-71.xml|p500|n30|r1|d2,genxml-71.xml,500,30,1,2,1,0,0,True
genxml-71.xml|p500|n30|r1|d3,genxml-71.xml,500,30,1,3,1,0,0,True
genxml-80.xml|p100|n20|r0|d2,genxml-80.xml,100,20,0,2,1,0,0,True
genxml-80.xml|p100|n20|r0|d3,genxml-80.xml,100,20,0,3,1,0,0,True
genxml-80.xml|p100|n20|r1|d2,genxml-80.xml,100,20,1,2,1,0,0,True
genxml-80.xml|p100|n20|r1|d3,genxml-80.xml,100,20,1,3,1,0,0,True
genxml-80.xml|p100|n30|r0|d2,genxml-80.xml,100,30,0,2,1,0,0,True
genxml-80.xml|p100|n30|r0|d3,genxml-80.xml,100,30,0,3,1,0,0,True
genxml-80.xml|p100|n30|r1|d2,genxml-80.xml,100,30,1,2,1,0,0,True
genxml-80.xml|p100|n30|r1|d3,genxml-80.xml,100,30,1,3,1,0,0,True
genxml-80.xml|p200|n20|r0|d2,genxml-80.xml,200,20,0,2,1,0,0,True
genxml-80.xml|p200|n20|r0|d3,genxml-80.xml,200,20,0,3,1,0,0,True
genxml-80.xml|p200|n20|r1|d2,genxml-80.xml,200,20,1,2,1,0,0,True
genxml-80.xml|p200|n20|r1|d3,genxml-80.xml,200,20,1,3,1,0,0,True
genxml-80.xml|p200|n30|r0|d2,genxml-80.xml,200,30,0,2,1,0,0,True
genxml-80.xml|p200|n30|r0|d3,genxml-80.xml,200,30,0,3,1,0,0,True
genxml-80.xml|p200|n30|r1|d2,genxml-80.xml,200,30,1,2,1,0,0,True
genxml-80.xml|p200|n30|r1|d3,genxml-80.xml,200,30,1,3,1,0,0,True
genxml-80.xml|p500|n20|r0|d2,genxml-80.xml,500,20,0,2,1,0,0,True
genxml-80.xml|p500|n20|r0|d3,genxml-80.xml,500,20,0,3,1,0,0,True
genxml-80.xml|p500|n20|r1|d2,genxml-80.xml,500,20,1,2,1,0,0,True
genxml-80.xml|p500|n20|r1|d3,genxml-80.xml,500,20,1,3,1,0,0,True
genxml-80.xml|p500|n30|r0|d2,genxml-80.xml,500,30,0,2,1,0,0,True
genxml-80.xml|p500|n30|r0|d3,genxml-80.xml,500,30,0,3,1,0,0,True
genxml-80.xml|p500|n30|r1|d2,genxml-80.xml,500,30,1,2,1,0,0,True
genxml-80.xml|p500|n30|r1|d3,genxml-80.xml,500,30,1,3,1,0,0,True
genxml-83.xml|p100|n20|r0|d2,genxml-83.xml,100,20,0,2,1,0,0,True
genxml-83.xml|p100|n20|r0|d3,genxml-83.xml,100,20,0,3,1,0,0,True
genxml-83.xml|p100|n20|r1|d2,genxml-83.xml,100,20,1,2,1,0,0,True
genxml-83.xml|p100|n20|r1|d3,genxml-83.xml,100,20,1,3,1,0,0,True
genxml-83.xml|p100|n30|r0|d2,genxml-83.xml,100,30,0,2,1,0,0,True
genxml-83.xml|p100|n30|r0|d3,genxml-83.xml,100,30,0,3,1,0,0,True
genxml-83.xml|p100|n30|r1|d2,genxml-83.xml,100,30,1,2,1,0,0,True
genxml-83.xml|p100|n30|r1|d3,genxml-83.xml,100,30,1,3,1,0,0,True
genxml-83.xml|p200|n20|r0|d2,genxml-83.xml,200,20,0,2,1,0,0,True
genxml-83.xml|p200|n20|r0|d3,genxml-83.xml,200,20,0,3,1,0,0,True
genxml-83.xml|p200|n20|r1|d2,genxml-83.xml,200,20,1,2,1,0,0,True
genxml-83.xml|p200|n20|r1|d3,genxml-83.xml,200,20,1,3,1,0,0,True
genxml-83.xml|p200|n30|r0|d2,genxml-83.xml,200,30,0,2,1,0,0,True
genxml-83.xml|p200|n30|r0|d3,genxml-83.xml,200,30,0,3,1,0,0,True
genxml-83.xml|p200|n30|r1|d2,genxml-83.xml,200,30,1,2,1,0,0,True
genxml-83.xml|p200|n30|r1|d3,genxml-83.xml,200,30,1,3,1,0,0,True
genxml-83.xml|p500|n20|r0|d2,genxml-83.xml,500,20,0,2,1,0,0,True
genxml-83.xml|p500|n20|r0|d3,genxml-83.xml,500,20,0,3,1,0,0,True
genxml-83.xml|p500|n20|r1|d2,genxml-83.xml,500,20,1,2,1,0,0,True
genxml-83.xml|p500|n20|r1|d3,genxml-83.xml,500,20,1,3,1,0,0,True
genxml-83.xml|p500|n30|r0|d2,genxml-83.xml,500,30,0,2,1,0,0,True
genxml-83.xml|p500|n30|r0|d3,genxml-83.xml,500,30,0,3,1,0,0,True
genxml-83.xml|p500|n30|r1|d2,genxml-83.xml,500,30,1,2,1,0,0,True
genxml-83.xml|p500|n30|r1|d3,genxml-83.xml,500,30,1,3,1,0,0,True
genxml-84.xml|p100|n20|r0|d2,genxml-84.xml,100,20,0,2,1,0,0,True
genxml-84.xml|p100|n20|r0|d3,genxml-84.xml,100,20,0,3,1,0,0,True
genxml-84.xml|p100|n20|r1|d2,genxml-84.xml,100,20,1,2,1,0,0,True
genxml-84.xml|p100|n20|r1|d3,genxml-84.xml,100,20,1,3,1,0,0,True
genxml-84.xml|p100|n30|r0|d2,genxml-84.xml,100,30,0,2,1,0,0,True
genxml-84.xml|p100|n30|r0|d3,genxml-84.xml,100,30,0,3,1,0,0,True
genxml-84.xml|p100|n30|r1|d2,genxml-84.xml,100,30,1,2,1,0,0,True
genxml-84.xml|p100|n30|r1|d3,genxml-84.xml,100,30,1,3,1,0,0,True
genxml-84.xml|p200|n20|r0|d2,genxml-84.xml,200,20,0,2,1,0,0,True
genxml-84.xml|p200|n20|r0|d3,genxml-84.xml,200,20,0,3,1,0,0,True
genxml-84.xml|p200|n20|r1|d2,genxml-84.xml,200,20,1,2,1,0,0,True
genxml-84.xml|p200|n20|r1|d3,genxml-84.xml,200,20,1,3,1,0,0,True
genxml-84.xml|p200|n30|r0|d2,genxml-84.xml,200,30,0,2,1,0,0,True
genxml-84.xml|p200|n30|r0|d3,genxml-84.xml,200,30,0,3,1,0,0,True
genxml-84.xml|p200|n30|r1|d2,genxml-84.xml,200,30,1,2,1,0,0,True
genxml-84.xml|p200|n30|r1|d3,genxml-84.xml,200,30,1,3,1,0,0,True
genxml-84.xml|p500|n20|r0|d2,genxml-84.xml,500,20,0,2,1,0,0,True
genxml-84.xml|p500|n20|r0|d3,genxml-84.xml,500,20,0,3,1,0,0,True
genxml-84.xml|p500|n20|r1|d2,genxml-84.xml,500,20,1,2,1,0,0,True
genxml-84.xml|p500|n20|r1|d3,genxml-84.xml,500,20,1,3,1,0,0,True
genxml-84.xml|p500|n30|r0|d2,genxml-84.xml,500,30,0,2,1,0,0,True
genxml-84.xml|p500|n30|r0|d3,genxml-84.xml,500,30,0,3,1,0,0,True
genxml-84.xml|p500|n30|r1|d2,genxml-84.xml,500,30,1,2,1,0,0,True
genxml-84.xml|p500|n30|r1|d3,genxml-84.xml,500,30,1,3,1,0,0,True
genxml-88.xml|p100|n20|r0|d2,genxml-88.xml,100,20,0,2,1,0,0,True
genxml-88.xml|p100|n20|r0|d3,genxml-88.xml,100,20,0,3,1,0,0,True
genxml-88.xml|p100|n20|r1|d2,genxml-88.xml,100,20,1,2,1,0,0,True
genxml-88.xml|p100|n20|r1|d3,genxml-88.xml,100,20,1,3,1,0,0,True
genxml-88.xml|p100|n30|r0|d2,genxml-88.xml,100,30,0,2,1,0,0,True
genxml-88.xml|p100|n30|r0|d3,genxml-88.xml,100,30,0,3,1,0,0,True
genxml-88.xml|p100|n30|r1|d2,genxml-88.xml,100,30,1,2,1,0,0,True
genxml-88.xml|p100|n30|r1|d3,genxml-88.xml,100,30,1,3,1,0,0,True
genxml-88.xml|p200|n20|r0|d2,genxml-88.xml,200,20,0,2,1,0,0,True
genxml-88.xml|p200|n20|r0|d3,genxml-88.xml,200,20,0,3,1,0,0,True
genxml-88.xml|p200|n20|r1|d2,genxml-88.xml,200,20,1,2,1,0,0,True
genxml-88.xml|p200|n20|r1|d3,genxml-88.xml,200,20,1,3,1,0,0,True
genxml-88.xml|p200|n30|r0|d2,genxml-88.xml,200,30,0,2,1,0,0,True
genxml-88.xml|p200|n30|r0|d3,genxml-88.xml,200,30,0,3,1,0,0,True
genxml-88.xml|p200|n30|r1|d2,genxml-88.xml,200,30,1,2,1,0,0,True
genxml-88.xml|p200|n30|r1|d3,genxml-88.xml,200,30,1,3,1,0,0,True
genxml-88.xml|p500|n20|r0|d2,genxml-88.xml,500,20,0,2,1,0,0,True
genxml-88.xml|p500|n20|r0|d3,genxml-88.xml,500,20,0,3,1,0,0,True
genxml-88.xml|p500|n20|r1|d2,genxml-88.xml,500,20,1,2,1,0,0,True
genxml-88.xml|p500|n20|r1|d3,genxml-88.xml,500,20,1,3,1,0,0,True
genxml-88.xml|p500|n30|r0|d2,genxml-88.xml,500,30,0,2,1,0,0,True
genxml-88.xml|p500|n30|r0|d3,genxml-88.xml,500,30,0,3,1,0,0,True
genxml-88.xml|p500|n30|r1|d2,genxml-88.xml,500,30,1,2,1,0,0,True
genxml-88.xml|p500|n30|r1|d3,genxml-88.xml,500,30,1,3,1,0,0,True
genxml-89.xml|p100|n20|r0|d2,genxml-89.xml,100,20,0,2,1,0,0,True
genxml-89.xml|p100|n20|r0|d3,genxml-89.xml,100,20,0,3,1,0,0,True
genxml-89.xml|p100|n20|r1|d2,genxml-89.xml,100,20,1,2,1,0,0,True
genxml-89.xml|p100|n20|r1|d3,genxml-89.xml,100,20,1,3,1,0,0,True
genxml-89.xml|p100|n30|r0|d2,genxml-89.xml,100,30,0,2,1,0,0,True
